title,rank,keyword,tfidf_score
"The Awakening, and Selected Short Stories",8,petite,0.05468
"The Awakening, and Selected Short Stories",9,robert,0.054227
"The Awakening, and Selected Short Stories",10,new orleans,0.053567
"The Awakening, and Selected Short Stories",11,madame,0.052852
"The Awakening, and Selected Short Stories",12,côte,0.052717
"The Awakening, and Selected Short Stories",13,monsieur,0.050974
"The Awakening, and Selected Short Stories",14,klein,0.049939
"The Awakening, and Selected Short Stories",15,raoul,0.047773
"The Awakening, and Selected Short Stories",16,orleans,0.047584
"The Awakening, and Selected Short Stories",17,si tu,0.046696
"The Awakening, and Selected Short Stories",18,mexico,0.046292
"The Awakening, and Selected Short Stories",19,locket,0.046272
"The Awakening, and Selected Short Stories",20,maître,0.045893
The Adventures of Sherlock Holmes,1,holmes,0.084443
The Adventures of Sherlock Holmes,2,say holmes,0.081693
The Adventures of Sherlock Holmes,3,lestrade,0.074276
The Adventures of Sherlock Holmes,4,mccarthy,0.073849
The Adventures of Sherlock Holmes,5,sherlock,0.06645
The Adventures of Sherlock Holmes,6,sherlock holmes,0.066213
The Adventures of Sherlock Holmes,7,watson,0.065813
The Adventures of Sherlock Holmes,8,watson say,0.056652
The Adventures of Sherlock Holmes,9,coronet,0.056635
The Adventures of Sherlock Holmes,10,clair,0.056159
The Adventures of Sherlock Holmes,11,baker street,0.055068
The Adventures of Sherlock Holmes,12,simon,0.048885
The Adventures of Sherlock Holmes,13,turner,0.048414
The Adventures of Sherlock Holmes,14,sir george,0.045534
The Adventures of Sherlock Holmes,15,inspector,0.042766
The Adventures of Sherlock Holmes,16,wilson,0.042652
The Adventures of Sherlock Holmes,17,coroner,0.042494
The Adventures of Sherlock Holmes,18,ross,0.042188
The Adventures of Sherlock Holmes,19,bohemia,0.041241
The Adventures of Sherlock Holmes,20,baker,0.039721
The Man Who Was Thursday: A Nightmare,1,gregory,0.07948
The Man Who Was Thursday: A Nightmare,2,gogol,0.077984
The Man Who Was Thursday: A Nightmare,3,say professor,0.067413
The Man Who Was Thursday: A Nightmare,4,marquis,0.065347
The Man Who Was Thursday: A Nightmare,5,worms,0.064807
The Man Who Was Thursday: A Nightmare,6,anarchist,0.06198
The Man Who Was Thursday: A Nightmare,7,bomb,0.050221
The Man Who Was Thursday: A Nightmare,8,detective,0.050122
The Man Who Was Thursday: A Nightmare,9,saffron,0.049975
The Man Who Was Thursday: A Nightmare,10,anarchy,0.049325
The Man Who Was Thursday: A Nightmare,11,colonel,0.046122
The Man Who Was Thursday: A Nightmare,12,secretary,0.04597
The Man Who Was Thursday: A Nightmare,13,marquis de,0.044133
The Man Who Was Thursday: A Nightmare,14,gabriel,0.043081
The Man Who Was Thursday: A Nightmare,15,president,0.042466
The Man Who Was Thursday: A Nightmare,16,policeman,0.042324
The Man Who Was Thursday: A Nightmare,17,red hair,0.041599
The Man Who Was Thursday: A Nightmare,18,motor car,0.041427
The Man Who Was Thursday: A Nightmare,19,cab,0.04116
The Man Who Was Thursday: A Nightmare,20,inspector,0.040193
The Secret Garden,1,colin,0.115974
The Secret Garden,2,say mary,0.102389
The Secret Garden,3,martha,0.089652
The Secret Garden,4,craven,0.084803
The Secret Garden,5,sowerby,0.083772
The Secret Garden,6,ben,0.077152
The Secret Garden,7,answer mary,0.076649
The Secret Garden,8,mary say,0.072535
The Secret Garden,9,th,0.071413
The Secret Garden,10,rajah,0.065732
The Secret Garden,11,mary think,0.065268
The Secret Garden,12,robin,0.06481
The Secret Garden,13,ask mary,0.062435
The Secret Garden,14,miss mary,0.060669
The Secret Garden,15,mary go,0.059255
The Secret Garden,16,mary,0.058625
The Secret Garden,17,yorkshire,0.057518
The Secret Garden,18,susan,0.057233
The Secret Garden,19,aye,0.056422
The Secret Garden,20,tell thee,0.053797
The Picture of Dorian Gray,1,basil,0.095622
The Picture of Dorian Gray,2,sibyl,0.090319
The Picture of Dorian Gray,3,alan,0.067768
The Picture of Dorian Gray,4,vane,0.066323
The Picture of Dorian Gray,5,campbell,0.062722
The Picture of Dorian Gray,6,agatha,0.061668
The Picture of Dorian Gray,7,harry,0.059229
The Picture of Dorian Gray,8,harry say,0.057851
The Picture of Dorian Gray,9,gladys,0.054925
The Picture of Dorian Gray,10,say lord,0.054127
The Picture of Dorian Gray,11,duchess,0.053185
The Picture of Dorian Gray,12,studio,0.052564
The Picture of Dorian Gray,13,geoffrey,0.047086
The Picture of Dorian Gray,14,juliet,0.045415
The Picture of Dorian Gray,15,henry,0.045198
The Picture of Dorian Gray,16,gray,0.043207
The Picture of Dorian Gray,17,jim,0.040214
The Picture of Dorian Gray,18,dear fellow,0.039384
The Picture of Dorian Gray,19,valet,0.038662
The Picture of Dorian Gray,20,hansom,0.036916
The Phantom of the Opera,1,christine,0.123261
The Phantom of the Opera,2,raoul,0.101767
The Phantom of the Opera,3,vicomte,0.074629
The Phantom of the Opera,4,valerius,0.072711
The Phantom of the Opera,5,mme,0.071995
The Phantom of the Opera,6,torture chamber,0.0712
The Phantom of the Opera,7,commissary,0.070777
The Phantom of the Opera,8,vicomte de,0.069945
The Phantom of the Opera,9,viscount,0.067951
The Phantom of the Opera,10,thousand franc,0.067153
The Phantom of the Opera,11,meg,0.065512
The Phantom of the Opera,12,persian,0.063522
The Phantom of the Opera,13,philippe,0.06298
The Phantom of the Opera,14,foyer,0.060171
The Phantom of the Opera,15,ballet,0.059505
The Phantom of the Opera,16,mlle,0.055664
The Phantom of the Opera,17,punjab,0.055324
The Phantom of the Opera,18,franc,0.055297
The Phantom of the Opera,19,mm,0.055294
The Phantom of the Opera,20,richard,0.054727
Nouveaux souvenirs entomologiques - Livre II / Étude sur l'instinct et les moeurs des insectes,1,larve,0.051335
Nouveaux souvenirs entomologiques - Livre II / Étude sur l'instinct et les moeurs des insectes,2,la larve,0.044915
Nouveaux souvenirs entomologiques - Livre II / Étude sur l'instinct et les moeurs des insectes,3,cellule,0.044889
Nouveaux souvenirs entomologiques - Livre II / Étude sur l'instinct et les moeurs des insectes,4,avec,0.043197
Nouveaux souvenirs entomologiques - Livre II / Étude sur l'instinct et les moeurs des insectes,5,quelque,0.042855
Nouveaux souvenirs entomologiques - Livre II / Étude sur l'instinct et les moeurs des insectes,6,sont,0.042609
Nouveaux souvenirs entomologiques - Livre II / Étude sur l'instinct et les moeurs des insectes,7,leur,0.041587
Nouveaux souvenirs entomologiques - Livre II / Étude sur l'instinct et les moeurs des insectes,8,patte,0.041153
Nouveaux souvenirs entomologiques - Livre II / Étude sur l'instinct et les moeurs des insectes,9,elle,0.040893
Nouveaux souvenirs entomologiques - Livre II / Étude sur l'instinct et les moeurs des insectes,10,dans,0.040687
Nouveaux souvenirs entomologiques - Livre II / Étude sur l'instinct et les moeurs des insectes,11,aux,0.040153
Nouveaux souvenirs entomologiques - Livre II / Étude sur l'instinct et les moeurs des insectes,12,même,0.03977
Nouveaux souvenirs entomologiques - Livre II / Étude sur l'instinct et les moeurs des insectes,13,peut,0.039729
Nouveaux souvenirs entomologiques - Livre II / Étude sur l'instinct et les moeurs des insectes,14,peu,0.039574
Nouveaux souvenirs entomologiques - Livre II / Étude sur l'instinct et les moeurs des insectes,15,insecte,0.039092
Nouveaux souvenirs entomologiques - Livre II / Étude sur l'instinct et les moeurs des insectes,16,la tête,0.039092
Nouveaux souvenirs entomologiques - Livre II / Étude sur l'instinct et les moeurs des insectes,17,proie,0.038973
Nouveaux souvenirs entomologiques - Livre II / Étude sur l'instinct et les moeurs des insectes,18,que je,0.038884
Nouveaux souvenirs entomologiques - Livre II / Étude sur l'instinct et les moeurs des insectes,19,autre,0.038606
Nouveaux souvenirs entomologiques - Livre II / Étude sur l'instinct et les moeurs des insectes,20,où,0.038562
The Red House Mystery,1,antony,0.123571
The Red House Mystery,2,say bill,0.107849
The Red House Mystery,3,audrey,0.101272
The Red House Mystery,4,elsie,0.100739
The Red House Mystery,5,norris,0.091291
The Red House Mystery,6,red house,0.089701
The Red House Mystery,7,stevens,0.083913
The Red House Mystery,8,tony,0.079491
The Red House Mystery,9,betty,0.074902
The Red House Mystery,10,inspector,0.070859
The Red House Mystery,11,know mark,0.070584
The Red House Mystery,12,watson,0.069189
The Red House Mystery,13,secret passage,0.069092
The Red House Mystery,14,bill say,0.064132
The Red House Mystery,15,robert,0.062592
The Red House Mystery,16,hallo,0.057128
The Red House Mystery,17,inquest,0.056661
The Red House Mystery,18,australia,0.054473
The Red House Mystery,19,coroner,0.0522
The Red House Mystery,20,holmes,0.051887
The Railway Children,1,phyllis,0.136687
The Railway Children,2,say peter,0.103606
The Railway Children,3,chimneys,0.085577
The Railway Children,4,station master,0.076323
The Railway Children,5,phil,0.072357
The Railway Children,6,peter,0.071717
The Railway Children,7,daddy,0.068664
The Railway Children,8,engine driver,0.066279
The Railway Children,9,fireman,0.063332
The Railway Children,10,peter say,0.063073
The Railway Children,11,say mother,0.062805
The Railway Children,12,cry peter,0.062042
The Railway Children,13,jim,0.06047
The Railway Children,14,bun,0.058781
The Railway Children,15,emma,0.055621
The Railway Children,16,ruth,0.053953
The Railway Children,17,bert,0.050113
The Railway Children,18,old gentleman,0.049572
The Railway Children,19,birthday,0.049539
The Railway Children,20,peter look,0.049252
A Journey to the Centre of the Earth,1,cry uncle,0.067337
A Journey to the Centre of the Earth,2,icelandic,0.066765
A Journey to the Centre of the Earth,3,centre earth,0.065864
A Journey to the Centre of the Earth,4,hans,0.064712
A Journey to the Centre of the Earth,5,iceland,0.062651
A Journey to the Centre of the Earth,6,gretchen,0.061828
A Journey to the Centre of the Earth,7,han,0.060298
A Journey to the Centre of the Earth,8,say uncle,0.055614
A Journey to the Centre of the Earth,9,vapor,0.054535
A Journey to the Centre of the Earth,10,say professor,0.052412
A Journey to the Centre of the Earth,11,raft,0.050664
A Journey to the Centre of the Earth,12,eruption,0.049938
A Journey to the Centre of the Earth,13,lava,0.049726
A Journey to the Centre of the Earth,14,crater,0.049437
A Journey to the Centre of the Earth,15,hamburg,0.049083
A Journey to the Centre of the Earth,16,granite,0.0483
A Journey to the Centre of the Earth,17,crowbar,0.046066
A Journey to the Centre of the Earth,18,harry,0.044427
A Journey to the Centre of the Earth,19,southeast,0.043518
A Journey to the Centre of the Earth,20,fissure,0.043369
Scaramouche: A Romance of the French Revolution,1,andre,0.094396
Scaramouche: A Romance of the French Revolution,2,binet,0.092257
Scaramouche: A Romance of the French Revolution,3,la tour,0.088394
Scaramouche: A Romance of the French Revolution,4,aline,0.084886
Scaramouche: A Romance of the French Revolution,5,le marquis,0.072009
Scaramouche: A Romance of the French Revolution,6,mme de,0.070392
Scaramouche: A Romance of the French Revolution,7,nantes,0.069417
Scaramouche: A Romance of the French Revolution,8,des amis,0.062613
Scaramouche: A Romance of the French Revolution,9,moreau,0.059933
Scaramouche: A Romance of the French Revolution,10,godfather,0.058804
Scaramouche: A Romance of the French Revolution,11,amis,0.05674
Scaramouche: A Romance of the French Revolution,12,danton,0.056221
Scaramouche: A Romance of the French Revolution,13,philippe,0.055339
Scaramouche: A Romance of the French Revolution,14,brittany,0.055002
Scaramouche: A Romance of the French Revolution,15,mme,0.053805
Scaramouche: A Romance of the French Revolution,16,marquis,0.052952
Scaramouche: A Romance of the French Revolution,17,pantaloon,0.052644
Scaramouche: A Romance of the French Revolution,18,mademoiselle,0.052472
Scaramouche: A Romance of the French Revolution,19,columbine,0.051329
Scaramouche: A Romance of the French Revolution,20,louis,0.050973
The Yellow Wallpaper,1,wallpaper,0.221138
The Yellow Wallpaper,2,jennie,0.2104
The Yellow Wallpaper,3,john say,0.136139
The Yellow Wallpaper,4,pattern,0.108175
The Yellow Wallpaper,5,john,0.101417
The Yellow Wallpaper,6,shaded,0.095359
The Yellow Wallpaper,7,fungus,0.094885
The Yellow Wallpaper,8,daytime,0.09201
The Yellow Wallpaper,9,round round,0.088697
The Yellow Wallpaper,10,nursery,0.082773
The Yellow Wallpaper,11,bedstead,0.082355
The Yellow Wallpaper,12,charlotte,0.076553
The Yellow Wallpaper,13,julia,0.076553
The Yellow Wallpaper,14,darling,0.072805
The Yellow Wallpaper,15,creep,0.070913
The Yellow Wallpaper,16,physician,0.069289
The Yellow Wallpaper,17,color,0.066864
The Yellow Wallpaper,18,odor,0.065284
The Yellow Wallpaper,19,airy,0.065284
The Yellow Wallpaper,20,yellow,0.065283
Thus Spake Zarathustra: A Book for All and None,1,zarathustra,0.091082
Thus Spake Zarathustra: A Book for All and None,2,doth,0.076546
Thus Spake Zarathustra: A Book for All and None,3,cometh,0.075134
Thus Spake Zarathustra: A Book for All and None,4,spake zarathustra,0.073078
Thus Spake Zarathustra: A Book for All and None,5,ye high,0.071126
Thus Spake Zarathustra: A Book for All and None,6,high man,0.070598
Thus Spake Zarathustra: A Book for All and None,7,spake,0.067951
Thus Spake Zarathustra: A Book for All and None,8,speaketh,0.067291
Thus Spake Zarathustra: A Book for All and None,9,becometh,0.066081
Thus Spake Zarathustra: A Book for All and None,10,soothsayer,0.065731
Thus Spake Zarathustra: A Book for All and None,11,nietzsche,0.065333
Thus Spake Zarathustra: A Book for All and None,12,speak unto,0.063201
Thus Spake Zarathustra: A Book for All and None,13,thyself,0.062836
Thus Spake Zarathustra: A Book for All and None,14,seeketh,0.061021
Thus Spake Zarathustra: A Book for All and None,15,hath,0.061019
Thus Spake Zarathustra: A Book for All and None,16,noontide,0.060592
Thus Spake Zarathustra: A Book for All and None,17,maketh,0.059939
Thus Spake Zarathustra: A Book for All and None,18,knoweth,0.059077
Thus Spake Zarathustra: A Book for All and None,19,superman,0.058334
Thus Spake Zarathustra: A Book for All and None,20,verily,0.057809
Flatland: A Romance of Many Dimensions,1,circles,0.127807
Flatland: A Romance of Many Dimensions,2,isosceles,0.125463
Flatland: A Romance of Many Dimensions,3,dimensions,0.103835
Flatland: A Romance of Many Dimensions,4,shew,0.079819
Flatland: A Romance of Many Dimensions,5,women,0.072445
Flatland: A Romance of Many Dimensions,6,cube,0.066733
Flatland: A Romance of Many Dimensions,7,straight line,0.063983
Flatland: A Romance of Many Dimensions,8,lordship,0.06395
Flatland: A Romance of Many Dimensions,9,grandson,0.06301
Flatland: A Romance of Many Dimensions,10,terminal,0.062628
Flatland: A Romance of Many Dimensions,11,sphere,0.060711
Flatland: A Romance of Many Dimensions,12,dimension,0.058237
Flatland: A Romance of Many Dimensions,13,triangle,0.05757
Flatland: A Romance of Many Dimensions,14,abbott,0.055915
Flatland: A Romance of Many Dimensions,15,tablet,0.055432
Flatland: A Romance of Many Dimensions,16,legislature,0.054135
Flatland: A Romance of Many Dimensions,17,irregularity,0.053532
Flatland: A Romance of Many Dimensions,18,monarch,0.051751
Flatland: A Romance of Many Dimensions,19,geometry,0.051687
Flatland: A Romance of Many Dimensions,20,tradesman,0.050743
The Turn of the Screw,1,miles,0.105613
The Turn of the Screw,2,flora,0.079273
The Turn of the Screw,3,schoolroom,0.06668
The Turn of the Screw,4,douglas,0.064779
The Turn of the Screw,5,governess,0.057074
The Turn of the Screw,6,certitude,0.056336
The Turn of the Screw,7,griffin,0.053195
The Turn of the Screw,8,dear little,0.048247
The Turn of the Screw,9,prodigious,0.047166
The Turn of the Screw,10,colleague,0.045817
The Turn of the Screw,11,pupil,0.043556
The Turn of the Screw,12,blanch,0.043398
The Turn of the Screw,13,afresh,0.043361
The Turn of the Screw,14,little face,0.042563
The Turn of the Screw,15,daresay,0.041943
The Turn of the Screw,16,look hard,0.04047
The Turn of the Screw,17,infamous,0.039846
The Turn of the Screw,18,concur,0.039846
The Turn of the Screw,19,charming,0.039347
The Turn of the Screw,20,poor woman,0.039126
The call of the wild,1,spitz,0.130437
The call of the wild,2,thornton,0.126086
The call of the wild,3,françois,0.120407
The call of the wild,4,lek,0.110946
The call of the wild,5,sled,0.097083
The call of the wild,6,hal,0.091508
The call of the wild,7,buck,0.089499
The call of the wild,8,sle,0.084485
The call of the wild,9,pete,0.072441
The call of the wild,10,dat,0.065885
The call of the wild,11,dawson,0.065567
The call of the wild,12,moose,0.065543
The call of the wild,13,half breed,0.063289
The call of the wild,14,sweater,0.063094
The call of the wild,15,husky,0.063005
The call of the wild,16,hans,0.060846
The call of the wild,17,sol,0.058986
The call of the wild,18,crate,0.057886
The call of the wild,19,pike,0.056059
The call of the wild,20,dolly,0.05349
Kim,1,lama,0.095887
Kim,2,ali,0.077682
Kim,3,chela,0.077534
Kim,4,sahib,0.076572
Kim,5,sahibs,0.074246
Kim,6,benare,0.07072
Kim,7,rupee,0.067999
Kim,8,xavier,0.066832
Kim,9,red bull,0.066832
Kim,10,delhi,0.066422
Kim,11,lahore,0.063402
Kim,12,bazar,0.060466
Kim,13,holy man,0.058987
Kim,14,lucknow,0.055698
Kim,15,hindu,0.054551
Kim,16,dost thou,0.054171
Kim,17,allah,0.053926
Kim,18,bennett,0.052882
Kim,19,stallion,0.051127
Kim,20,hast thou,0.050899
Faust: Der Tragödie erster Teil,1,mich,0.1271
Faust: Der Tragödie erster Teil,2,sie,0.116934
Faust: Der Tragödie erster Teil,3,ihr,0.114201
Faust: Der Tragödie erster Teil,4,wir,0.113523
Faust: Der Tragödie erster Teil,5,zu,0.110958
Faust: Der Tragödie erster Teil,6,auch,0.109789
Faust: Der Tragödie erster Teil,7,nur,0.108056
Faust: Der Tragödie erster Teil,8,wird,0.107285
Faust: Der Tragödie erster Teil,9,doch,0.106765
Faust: Der Tragödie erster Teil,10,nach,0.106374
Faust: Der Tragödie erster Teil,11,ich,0.106207
Faust: Der Tragödie erster Teil,12,mir,0.105075
Faust: Der Tragödie erster Teil,13,wohl,0.104154
Faust: Der Tragödie erster Teil,14,nicht,0.103396
Faust: Der Tragödie erster Teil,15,dich,0.101373
Faust: Der Tragödie erster Teil,16,soll,0.101048
Faust: Der Tragödie erster Teil,17,ist,0.100819
Faust: Der Tragödie erster Teil,18,schon,0.099737
Faust: Der Tragödie erster Teil,19,und,0.099735
Faust: Der Tragödie erster Teil,20,dir,0.098309
"The Descent of Man, and Selection in Relation to Sex",1,sexual selection,0.064157
"The Descent of Man, and Selection in Relation to Sex",2,sexual character,0.060309
"The Descent of Man, and Selection in Relation to Sex",3,shew,0.059112
"The Descent of Man, and Selection in Relation to Sex",4,secondary sexual,0.058022
"The Descent of Man, and Selection in Relation to Sex",5,vol ii,0.057333
"The Descent of Man, and Selection in Relation to Sex",6,sex differ,0.05517
"The Descent of Man, and Selection in Relation to Sex",7,variation animals,0.054332
"The Descent of Man, and Selection in Relation to Sex",8,male specie,0.053111
"The Descent of Man, and Selection in Relation to Sex",9,female male,0.051746
"The Descent of Man, and Selection in Relation to Sex",10,social instinct,0.051472
"The Descent of Man, and Selection in Relation to Sex",11,animals plant,0.051378
"The Descent of Man, and Selection in Relation to Sex",12,sexual difference,0.051378
"The Descent of Man, and Selection in Relation to Sex",13,plant domestication,0.050998
"The Descent of Man, and Selection in Relation to Sex",14,breeding season,0.050942
"The Descent of Man, and Selection in Relation to Sex",15,natural selection,0.050315
"The Descent of Man, and Selection in Relation to Sex",16,orang,0.050095
"The Descent of Man, and Selection in Relation to Sex",17,animals,0.049974
"The Descent of Man, and Selection in Relation to Sex",18,proc,0.048886
"The Descent of Man, and Selection in Relation to Sex",19,female specie,0.048518
"The Descent of Man, and Selection in Relation to Sex",20,shews,0.048518
Up from Slavery: An Autobiography,1,tuskegee,0.114336
Up from Slavery: An Autobiography,2,atlanta,0.090314
Up from Slavery: An Autobiography,3,armstrong,0.087297
Up from Slavery: An Autobiography,4,booker,0.083567
Up from Slavery: An Autobiography,5,hampton,0.083559
Up from Slavery: An Autobiography,6,southern white,0.083016
Up from Slavery: An Autobiography,7,booker washington,0.078614
Up from Slavery: An Autobiography,8,white people,0.071966
Up from Slavery: An Autobiography,9,night school,0.069905
Up from Slavery: An Autobiography,10,alabama,0.065541
Up from Slavery: An Autobiography,11,davidson,0.064168
Up from Slavery: An Autobiography,12,member race,0.060949
Up from Slavery: An Autobiography,13,washington,0.059151
Up from Slavery: An Autobiography,14,negroes,0.058787
Up from Slavery: An Autobiography,15,negro,0.05649
Up from Slavery: An Autobiography,16,white man,0.053199
Up from Slavery: An Autobiography,17,virginia,0.051093
Up from Slavery: An Autobiography,18,schoolhouse,0.049769
Up from Slavery: An Autobiography,19,legislature,0.049388
Up from Slavery: An Autobiography,20,boston,0.048326
O Pioneers!,1,emil,0.129883
O Pioneers!,2,alexandra,0.123487
O Pioneers!,3,carl,0.111054
O Pioneers!,4,lou,0.106084
O Pioneers!,5,bergson,0.10299
O Pioneers!,6,oscar,0.091307
O Pioneers!,7,milly,0.082486
O Pioneers!,8,marie,0.080286
O Pioneers!,9,raoul,0.061126
O Pioneers!,10,dat,0.05768
O Pioneers!,11,homestead,0.053533
O Pioneers!,12,annie,0.05348
O Pioneers!,13,swedish,0.051455
O Pioneers!,14,bohemian,0.051154
O Pioneers!,15,schwartz,0.050507
O Pioneers!,16,graveyard,0.050025
O Pioneers!,17,orchard,0.049827
O Pioneers!,18,lee,0.049506
O Pioneers!,19,sod,0.047679
O Pioneers!,20,prairie,0.045931
My Ántonia,1,lena,0.10549
My Ántonia,2,fuchs,0.078006
My Ántonia,3,jake,0.077004
My Ántonia,4,tony,0.073492
My Ántonia,5,nina,0.069129
My Ántonia,6,frances,0.06732
My Ántonia,7,otto,0.066595
My Ántonia,8,charley,0.056184
My Ántonia,9,jim,0.055331
My Ántonia,10,leo,0.054693
My Ántonia,11,cutter,0.052651
My Ántonia,12,grandmother,0.05037
My Ántonia,13,bohemian,0.049066
My Ántonia,14,cornfield,0.048966
My Ántonia,15,prairie,0.047693
My Ántonia,16,corral,0.047201
My Ántonia,17,sod,0.046947
My Ántonia,18,anna,0.046567
My Ántonia,19,ole,0.046303
My Ántonia,20,windmill,0.045078
Siddhartha,1,siddhartha,0.18703
Siddhartha,2,brahman,0.131031
Siddhartha,3,ferryman,0.119659
Siddhartha,4,om,0.098987
Siddhartha,5,buddha,0.093414
Siddhartha,6,quoth,0.089425
Siddhartha,7,childlike,0.085917
Siddhartha,8,oneness,0.077622
Siddhartha,9,monk,0.074595
Siddhartha,10,mango,0.072467
Siddhartha,11,ferry,0.066836
Siddhartha,12,holy man,0.066771
Siddhartha,13,teaching,0.062711
Siddhartha,14,ascetic,0.060514
Siddhartha,15,pilgrim,0.059317
Siddhartha,16,dice,0.058165
Siddhartha,17,exalted,0.05641
Siddhartha,18,pilgrimage,0.055234
Siddhartha,19,rice,0.054191
Siddhartha,20,venerable,0.054012
"Library of the World's Best Literature, Ancient and Modern — Volume 11",1,monseigneur,0.0624
"Library of the World's Best Literature, Ancient and Modern — Volume 11",2,defoe,0.054778
"Library of the World's Best Literature, Ancient and Modern — Volume 11",3,de quincey,0.048958
"Library of the World's Best Literature, Ancient and Modern — Volume 11",4,quincey,0.047013
"Library of the World's Best Literature, Ancient and Modern — Volume 11",5,missis,0.044712
"Library of the World's Best Literature, Ancient and Modern — Volume 11",6,daudet,0.044694
"Library of the World's Best Literature, Ancient and Modern — Volume 11",7,abel,0.044392
"Library of the World's Best Literature, Ancient and Modern — Volume 11",8,natural selection,0.042935
"Library of the World's Best Literature, Ancient and Modern — Volume 11",9,dickens,0.041944
"Library of the World's Best Literature, Ancient and Modern — Volume 11",10,beatrice,0.039805
"Library of the World's Best Literature, Ancient and Modern — Volume 11",11,lyell,0.038415
"Library of the World's Best Literature, Ancient and Modern — Volume 11",12,dante,0.038304
"Library of the World's Best Literature, Ancient and Modern — Volume 11",13,philip,0.038095
"Library of the World's Best Literature, Ancient and Modern — Volume 11",14,marquis,0.036167
"Library of the World's Best Literature, Ancient and Modern — Volume 11",15,athenians,0.035933
"Library of the World's Best Literature, Ancient and Modern — Volume 11",16,origin species,0.035786
"Library of the World's Best Literature, Ancient and Modern — Volume 11",17,florence,0.034521
"Library of the World's Best Literature, Ancient and Modern — Volume 11",18,dost thou,0.034128
"Library of the World's Best Literature, Ancient and Modern — Volume 11",19,athens,0.034015
"Library of the World's Best Literature, Ancient and Modern — Volume 11",20,francis,0.033993
A Room with a View,1,bartlett,0.112639
A Room with a View,2,lucy,0.107181
A Room with a View,3,cecil,0.105214
A Room with a View,4,say lucy,0.096146
A Room with a View,5,freddy,0.091232
A Room with a View,6,vyse,0.088875
A Room with a View,7,windy corner,0.088112
A Room with a View,8,alans,0.084244
A Room with a View,9,sir harry,0.082977
A Room with a View,10,emerson,0.07228
A Room with a View,11,minnie,0.07158
A Room with a View,12,charlotte,0.070662
A Room with a View,13,alan,0.066761
A Room with a View,14,florence,0.060376
A Room with a View,15,miss lucy,0.053042
A Room with a View,16,say miss,0.051444
A Room with a View,17,windy,0.050591
A Room with a View,18,santa,0.050554
A Room with a View,19,chaplain,0.050047
A Room with a View,20,lavish,0.049962
"The Will to Believe, and Other Essays in Popular Philosophy",1,theoretic,0.065407
"The Will to Believe, and Other Essays in Popular Philosophy",2,hegel,0.061505
"The Will to Believe, and Other Essays in Popular Philosophy",3,determinism,0.060401
"The Will to Believe, and Other Essays in Popular Philosophy",4,option,0.060016
"The Will to Believe, and Other Essays in Popular Philosophy",5,pluralism,0.059818
"The Will to Believe, and Other Essays in Popular Philosophy",6,rationality,0.059725
"The Will to Believe, and Other Essays in Popular Philosophy",7,theism,0.059611
"The Will to Believe, and Other Essays in Popular Philosophy",8,empiricist,0.053191
"The Will to Believe, and Other Essays in Popular Philosophy",9,empiricism,0.050497
"The Will to Believe, and Other Essays in Popular Philosophy",10,postulate,0.049159
"The Will to Believe, and Other Essays in Popular Philosophy",11,ethical,0.048624
"The Will to Believe, and Other Essays in Popular Philosophy",12,proceedings,0.047232
"The Will to Believe, and Other Essays in Popular Philosophy",13,verification,0.045566
"The Will to Believe, and Other Essays in Popular Philosophy",14,reflex,0.045481
"The Will to Believe, and Other Essays in Popular Philosophy",15,pessimism,0.045279
"The Will to Believe, and Other Essays in Popular Philosophy",16,finite,0.04414
"The Will to Believe, and Other Essays in Popular Philosophy",17,allen,0.043638
"The Will to Believe, and Other Essays in Popular Philosophy",18,negation,0.043638
"The Will to Believe, and Other Essays in Popular Philosophy",19,nature thing,0.042975
"The Will to Believe, and Other Essays in Popular Philosophy",20,hypothesis,0.042361
Dubliners,1,say mr,0.099652
Dubliners,2,kearney,0.089382
Dubliners,3,mary jane,0.082596
Dubliners,4,ignatius,0.082196
Dubliners,5,cunningham,0.079754
Dubliners,6,aunt julia,0.079695
Dubliners,7,chandler,0.078731
Dubliners,8,browne,0.073357
Dubliners,9,kate,0.071791
Dubliners,10,mr,0.070426
Dubliners,11,gabriel,0.068442
Dubliners,12,say gabriel,0.068277
Dubliners,13,kathleen,0.066865
Dubliners,14,freddy,0.065482
Dubliners,15,dublin,0.063304
Dubliners,16,say mary,0.062693
Dubliners,17,mrs,0.062442
Dubliners,18,say aunt,0.060733
Dubliners,19,julia,0.059099
Dubliners,20,jane,0.052828
The House of Mirth,1,selden,0.089107
The House of Mirth,2,bart,0.082872
The House of Mirth,3,stepney,0.077139
The House of Mirth,4,dorset,0.07313
The House of Mirth,5,gus,0.069587
The House of Mirth,6,bertha,0.065394
The House of Mirth,7,judy,0.064075
The House of Mirth,8,silverton,0.064022
The House of Mirth,9,fisher,0.053262
The House of Mirth,10,lily,0.050515
The House of Mirth,11,hubert,0.050489
The House of Mirth,12,fifth avenue,0.049295
The House of Mirth,13,evie,0.047755
The House of Mirth,14,aunt julia,0.044935
The House of Mirth,15,regina,0.044776
The House of Mirth,16,percy,0.044757
The House of Mirth,17,lawrence,0.044195
The House of Mirth,18,ned,0.042362
The House of Mirth,19,duchess,0.041325
The House of Mirth,20,louisa,0.039438
The Hound of the Baskervilles,1,baskerville,0.121104
The Hound of the Baskervilles,2,sir henry,0.103494
The Hound of the Baskervilles,3,holmes,0.0974
The Hound of the Baskervilles,4,sir charles,0.095237
